CAZY	A010	A013	A020	A023	A028	A038	A052	A058	A063	A067	A069	A079	A083	A089	A094	A103	A110	A114	A124	B005	B010	B012	B023	B026	B030	B035	B039	B042	B047	B050	B053	B056	B058	B063	B071	B078	B084	B092	B098	B100	C005	C010	C012	C021	C027	C033	C045	C051	C056	C061	C065	C068	D010	D016	D026	D043	D046	D048	D058	D063	D068	D072	D081	E009	E017	E020	E026	E030	G009	G027	N041	X007	X011	X014	X018	X024	X027	X031	X034	X039	X044	X047	X049	X051	X052	X055	X057	X059	X065	X069	Y006	Y012	Y014	Y015	Y021	Y025	Y030	Y034	Y036
GH31	7486.363945	7035.037441	7105.365589	10152.2665	7064.06406	7134.808892	5702.390508	3292.27826	6863.360939	6755.080557	6962.599902	8362.98371	5710.662378	4448.78318	4572.387021	8126.185182	9156.992528	8484.293163	11900.15679	3584.169493	4740.909892	6846.909421	5370.154992	6465.536575	5390.006441	6724.740513	7325.128647	7775.135002	9540.589075	10757.03478	9218.447266	9809.364868	11076.70563	10291.61161	7657.270209	9550.789539	11716.60432	10772.06297	9766.010781	10805.47086	10489.9943	13354.42898	10624.50929	4190.573769	5809.519477	5195.441947	8582.576754	3642.821471	10118.65171	7330.419833	3568.662869	8352.80413	5840.582761	5762.735526	9639.681729	11606.99681	7700.329077	8132.41171	7770.977597	7212.90701	6088.883088	3476.081906	6539.024463	5862.081284	11090.40247	4476.277862	8454.12366	7738.517732	7828.226294	4714.050452	8232.483901	3999.154105	3156.184026	7220.455298	9293.98805	6959.531237	8806.890213	8145.907234	8107.168201	9437.199684	10102.47579	9582.401187	7877.296591	8358.146781	8318.812402	11559.04843	9070.320361	6812.571925	10480.13534	7592.900336	5905.721368	6381.564919	8532.085597	6602.658693	6636.394373	3467.428341	2729.048889	4075.202201	6618.04176
GH97	6867.804572	6756.684574	9442.845406	15596.11491	10972.7838	6569.3439	2285.438658	1750.08325	6618.115774	3251.153312	7905.779747	5703.392907	8167.518625	3969.072716	3324.490797	10229.19474	12758.90012	11896.79131	16368.88027	6335.742144	9738.98092	8501.216521	9680.363173	15159.59107	4872.852081	8494.926986	11076.74728	9299.243095	9097.452228	9021.185979	10956.43632	10686.20733	14105.33834	10679.42682	8046.110881	15489.50833	21501.07349	11678.28765	10588.45361	16394.20869	19071.79854	18883.30565	7503.501448	5374.895298	4569.379663	5227.637681	17640.14833	6127.54232	16463.43385	13403.60335	6336.163325	13195.87087	5351.000512	7774.724098	12841.19884	15570.40407	9772.539765	7654.282762	5943.392765	5941.787967	4516.862003	1116.062944	5264.102896	5860.109251	14689.82102	2282.57533	11601.40802	10346.6957	15298.13066	6226.846927	12335.39804	6719.30286	5536.51741	10495.60793	15231.91701	12231.01326	11602.43185	11523.28205	10488.67846	2631.727974	17568.87116	14730.37153	9118.053781	17331.16248	14379.60058	12071.19004	13546.11542	8732.64638	14644.55254	10581.55288	9601.40362	11110.9241	13268.69329	9579.508907	9550.981575	3260.368263	1344.49492	6780.40768	11666.5225
GH1	5090.130511	3514.944318	2656.05439	1245.363894	1802.371943	2737.592369	4759.64905	1920.400651	3401.414653	5004.344139	4165.584236	6389.845487	1847.520203	4448.818686	5770.739757	5768.012073	5740.669124	5201.020373	2479.725992	2722.666799	2126.089961	3723.03472	4160.487805	2157.644082	3516.898531	3301.255763	3394.383308	2961.82678	5706.664116	8832.751805	6149.737399	5797.434399	5130.183108	5973.832257	7780.969258	4704.010358	2651.243307	10508.86232	11711.29689	5451.736302	5552.307169	3211.012263	11945.04761	2342.351206	5582.675797	6444.174921	4192.773227	1729.526979	3140.197673	1664.597063	1211.679791	3084.975976	2471.528627	1535.35743	2009.263642	1758.334605	2336.207672	3035.782931	3357.58473	3499.475499	3691.78388	1753.127404	2845.078196	3103.080712	1387.65053	1951.947346	2959.66524	2385.153506	2418.005011	4476.037351	2943.79399	1879.869647	2484.442922	6704.910791	4177.142158	2626.176854	5172.331571	3281.299333	8568.657922	17604.92847	3966.977359	4700.110897	5476.886057	729.3530586	1398.550335	6133.052436	2499.935983	5165.436452	4120.740987	3826.46542	1949.822793	887.7624124	1109.46759	1727.27014	2186.483429	1832.58588	1787.876916	860.8470136	492.9446518
GH2	26238.87037	27500.60732	27827.96346	34833.19805	24729.77921	22453.99475	18306.22598	11759.06968	21961.08531	22455.4069	25670.4137	27713.87516	21035.78612	18749.35438	18453.15386	35217.85582	31646.16472	29471.1031	33755.27902	22462.88562	29573.03506	40167.29335	28938.19569	42076.02885	22172.18609	26501.8415	29719.32899	28029.43064	37132.26547	40741.76676	39426.64031	37314.43043	41971.64228	40867.57948	39650.46355	38691.63823	50971.73606	50080.84883	45947.69424	49786.51504	53684.67038	53256.71294	44714.43534	17362.43471	25224.20047	23337.16597	45962.01857	18351.45058	50606.87416	36174.59953	14933.97562	33129.04042	22058.4139	21465.61458	31834.33661	41860.21263	28780.06921	27837.03717	28922.93394	27257.52335	21504.09406	12175.75736	25206.20825	25225.07587	38963.9959	15099.9346	33083.8125	29687.85676	42672.7276	24735.93761	32540.49566	21956.51193	21559.83097	38759.99305	45520.19472	35299.52461	40862.53844	40603.59488	39660.93788	42286.92461	53055.36903	45188.58548	30223.83494	43030.60069	41382.1939	42264.31014	39567.27999	32974.19451	44174.96401	34887.477	16721.39818	16206.24337	25143.47057	21313.84086	20842.81453	13259.56226	15228.6954	14182.10581	27655.8336
GH3	30299.48671	31759.41797	25298.89652	31582.9549	24932.34816	30472.79433	28698.38422	23636.53957	29040.18836	33635.29646	36948.72502	45369.60023	35499.86318	34410.1411	35690.68977	41281.04514	38015.36482	44294.58728	43076.17036	41056.74037	49391.92911	68235.9799	51310.23503	56446.60103	49511.20562	37819.9968	42896.99107	39849.43175	45415.93159	37557.67504	32805.15965	33099.14557	34632.92175	38037.03653	42645.45334	32355.77164	36656.89365	48048.6328	46514.19837	43538.27601	46345.75229	63426.8405	49546.30256	22745.09757	39997.63296	35049.46504	32327.04876	17064.44501	35854.19225	24070.53356	14177.80224	26284.1559	31199.0378	26599.02584	29644.1694	29120.21417	28157.94248	30720.45073	26469.32626	24622.84669	24901.38572	20662.36663	27663.74419	28367.93267	32190.70319	14924.96598	33051.21508	26848.47503	31011.29199	28882.76648	27763.21948	17643.80907	14850.81834	29381.29463	31684.04314	26479.83732	34069.10265	28997.36255	37178.60265	51775.58946	40862.39544	34610.51251	28140.15509	26611.47954	33158.83679	39113.44007	32168.06653	44585.49836	35416.51773	39857.40332	19464.11334	19273.9762	26168.04384	25786.0959	26339.2068	20772.66536	35864.44307	21926.11563	24067.22056
GH29	3054.267383	3642.685603	3897.184243	2603.264571	3104.412501	1954.675313	1617.830526	1538.728484	2338.526414	2185.195955	1559.488147	1971.893682	2130.165154	2658.05322	2612.324121	2177.121638	1800.87861	1623.316253	1858.030814	2979.620907	3645.490302	3581.406419	2930.040921	5743.802543	2764.189159	2904.697585	3604.029542	3233.035188	4123.230435	3825.315688	5284.413046	4715.07225	4543.804199	4158.579103	3627.787248	3802.098154	5186.940532	2776.360288	3083.535846	3734.545763	4002.798167	2841.714995	2941.98416	1505.065539	3062.597772	2889.708445	5686.79991	2685.974324	7440.636252	5668.372679	1778.159921	3894.822069	3104.156876	1993.605321	2110.04247	7085.714168	3157.373018	3175.608723	4668.717964	4004.215883	2828.181326	2056.889088	4593.707772	3235.620607	5321.53648	2887.663987	4927.45418	4092.030261	6401.160636	4233.745432	4295.705195	4049.62866	5277.261178	6301.994893	7736.976781	6023.589605	6630.932006	7560.303524	3382.834552	1846.139095	8689.520029	7298.857505	4758.819148	7255.152106	5825.924867	4382.363317	6218.558483	2930.037229	6349.114334	6231.186428	1604.39683	1626.999774	3099.987678	2630.931824	2317.997867	1660.926112	1657.171066	1353.383971	4233.045016
GH35	3198.446519	2850.167575	3126.560396	4484.248354	3881.482645	2669.7812	1693.926882	1349.905843	3338.045144	2501.957234	3292.725917	2759.91951	2469.958043	1765.376742	1797.955481	3504.103948	2720.44556	2287.467425	2566.103222	1734.800985	2380.330209	3222.427878	2681.892217	3739.05578	1987.701635	2558.818966	2115.489886	2115.292035	3651.161977	4512.141154	3990.52451	3984.607823	4223.910151	4594.42421	4022.73783	3668.236523	4567.288028	5682.829341	4375.377938	4950.517521	5689.984289	4096.415774	4969.98755	1683.401773	2216.399605	1534.826409	4670.384465	2219.593617	5520.063479	3989.787246	1632.933266	3238.283504	2583.147127	2429.127144	3274.123973	4028.463166	2954.959113	2987.443438	2852.867146	2723.350749	2185.79852	1340.217238	2868.256191	2302.188797	3529.384961	1337.982032	3659.394701	2840.469048	5279.046794	2375.684954	3097.887336	2158.620951	1780.66123	4005.612808	5038.612358	3908.975515	4137.314849	3529.678807	4836.497311	4776.488532	5535.461803	4512.473609	2899.2113	4319.322918	4128.635972	4476.348289	3916.021185	3178.972859	4318.804119	3047.536919	3007.14525	3886.555823	4047.042173	3519.645237	3508.390696	1823.769131	1107.156234	2581.721002	4111.326114
GH38	2049.782984	1848.603824	1933.163644	307.2758489	1164.248365	1553.32498	1678.789316	1623.449761	1458.768642	1922.966547	665.5562481	1093.841304	1421.88071	2318.828294	2512.257582	789.5300608	260.0603833	219.9170289	98.58639131	435.461252	264.0359002	425.7382254	327.6206501	734.7141075	2847.226172	1482.725212	1668.453379	1541.697168	780.0926932	1272.296969	1510.034001	1556.797371	1224.443419	1827.131054	670.1760471	561.9729479	390.1829866	711.6233624	803.9112628	780.3241275	550.4462144	136.8248896	761.22179	698.6728625	883.380433	981.377584	439.9293032	187.9261457	702.5169773	418.9705727	292.8514554	482.3450937	2752.506633	1407.338946	775.2654633	2805.89847	1296.205545	2615.740189	4295.28453	3048.725126	2456.573196	2573.649783	3170.686755	2737.243452	1708.866035	2027.068359	1879.094997	2043.552294	296.3175511	1226.467524	1002.360902	841.8246267	680.7324098	1069.790904	352.446092	288.9036847	774.1855444	686.4840024	506.3355566	597.670968	958.2508564	1003.95775	961.5731278	156.29601	300.2581508	1030.975235	733.161312	720.4755622	1180.277589	1581.804468	566.9537037	563.4702934	1172.971408	1143.474055	1139.528874	1308.728352	1579.360306	637.8201805	1100.354011
GH39	2374.808106	2292.184159	2190.755925	1197.039645	1085.40932	1881.729878	2644.806914	1005.018829	1559.533501	3020.516615	2180.689766	2868.080943	1279.984381	1820.577627	1923.357559	2971.407364	1710.74874	1533.019916	815.6362917	1000.27772	1255.310874	3221.470938	770.2389191	1691.288054	1503.466456	1627.233952	1457.521001	1187.994779	2565.155722	4184.884643	2818.594985	2662.553236	3080.212723	4311.906107	4715.43019	2950.252347	2210.879568	4860.151801	5088.362191	4519.192079	3986.510632	1133.933802	6787.027343	1733.664253	3235.082176	2237.736635	3296.116123	976.4644897	2291.481923	1210.770453	614.0127781	1370.320182	1942.812587	1341.167124	1151.469321	1651.466922	1692.884023	1882.287049	1613.591871	2213.183572	2119.780695	1413.092366	1835.047788	1866.934865	1910.364272	1457.897439	1634.025096	1542.288752	1483.057417	1834.903313	1348.674937	1224.686204	930.2036707	2443.348056	1367.545826	1268.555138	2082.352758	1731.045727	2980.320717	6690.347962	2304.832271	2636.00821	1390.797787	836.0820345	653.7262899	2804.375423	1353.972958	2213.005509	2634.46214	2260.756291	605.9195053	442.8590463	781.0495003	1142.728093	637.8244972	1049.314384	1275.970203	544.5964185	581.6229264
GH42	622.3657532	751.8443301	982.7760314	289.3414853	388.1188687	721.6767721	880.7248498	523.2402292	638.7900481	1300.11444	447.1028218	956.9746381	349.7637533	433.7923534	537.1123749	771.4384957	377.1648851	300.7846531	139.7563859	686.8181293	839.4786846	1847.26738	1218.056187	989.8683396	862.354321	1110.520802	1192.864149	1368.601331	2291.145656	2732.57888	1731.451915	1771.015937	1859.623328	2288.135173	2320.370874	1563.687912	1795.608281	3359.190907	3202.793635	2141.145102	2208.97283	3024.24306	3011.742312	754.2761508	1634.417059	1164.110495	1527.010638	537.4420154	2165.461426	2130.18818	967.223031	1347.586125	1007.859795	664.823172	523.2256367	891.4319539	742.5796183	864.938235	1603.940329	1219.081831	1169.71993	487.3214438	1058.228941	1183.868853	1352.384451	829.191572	1051.95259	954.8363231	1385.032458	910.3441043	601.8947908	529.3311378	594.1004017	1335.200251	1873.675786	1390.014087	1848.409046	1376.091376	1750.758288	3428.296944	2003.387091	2163.033514	1595.49026	2022.494399	1378.100018	2089.882064	1759.574792	1500.372867	1841.723915	1539.473162	253.4411715	329.7121365	474.3406036	453.1505467	204.1879071	290.729693	424.578747	176.0115011	162.5213505
